time,mic_value,clap_factor
2.3818275928497314,506,0.0
2.3895537853240967,545,32.75
2.3934004306793213,494,0.0
2.3988037109375,534,21.0
2.401456594467163,479,0.0
2.4105536937713623,547,33.950000000000045
2.4105536937713623,491,0.0
2.419875383377075,507,0.0
2.426698923110962,511,0.0
2.430206060409546,497,0.0
2.4354963302612305,532,20.80000000000001
2.4354963302612305,479,0.0
2.4467451572418213,525,14.5
2.452204942703247,515,4.0
2.4569311141967773,487,0.0
2.465303421020508,528,16.850000000000023
2.4673309326171875,519,7.0
2.4734723567962646,497,0.0
2.481701135635376,513,2.1499999999999773
2.4858317375183105,522,10.600000000000023
2.4875986576080322,525,12.649999999999977
2.4977002143859863,503,0.0
2.4990696907043457,504,0.0
2.503502368927002,496,0.0
2.503502368927002,505,0.0
2.5137362480163574,520,11.199999999999989
2.5204851627349854,513,3.1000000000000227
2.5204851627349854,526,15.149999999999977
2.5303821563720703,521,9.649999999999977
2.537221908569336,522,9.399999999999977
2.537221908569336,515,3.25
2.547133445739746,516,2.3999999999999773
2.552058696746826,501,0.0
2.5577332973480225,504,0.0
2.5577332973480225,504,0.0
2.569448471069336,518,5.7999999999999545
2.5737369060516357,508,0.0
2.579798460006714,518,5.2999999999999545
2.583681344985962,522,8.850000000000023
2.5851104259490967,503,0.0
2.5948240756988525,516,4.25
2.5948240756988525,513,0.75
2.6035377979278564,514,1.25
2.6108169555664062,521,7.0
2.6167104244232178,511,0.0
2.620553493499756,517,2.8500000000000227
2.6274139881134033,509,0.0
2.6329519748687744,521,7.2999999999999545
2.636613607406616,506,0.0
2.636613607406616,511,0.0
2.649233102798462,512,0.0
2.653378486633301,504,0.0
2.655708074569702,511,0.0
2.664654493331909,521,8.0
2.669067144393921,507,0.0
2.6732964515686035,499,0.0
2.6812353134155273,517,4.350000000000023
2.6832687854766846,508,0.0
2.6890835762023926,504,0.0
2.6975598335266113,509,0.0
2.7021098136901855,511,0.0
2.7067997455596924,500,0.0
2.7067997455596924,510,0.0
2.718895673751831,517,6.75
2.718895673751831,513,2.6499999999999773
2.7257282733917236,506,0.0
2.733752965927124,514,3.9499999999999886
2.737762212753296,514,4.300000000000011
2.7433583736419678,514,3.8999999999999773
2.7433583736419678,514,3.75
2.754031181335449,506,0.0
2.7598989009857178,508,0.0
2.761197566986084,508,0.0
2.770183563232422,510,0.5500000000000114
2.775357723236084,513,3.25
2.7775959968566895,512,1.6000000000000227
2.783170461654663,514,3.75
2.7916412353515625,508,0.0
2.79542875289917,519,8.0
2.7992305755615234,522,10.350000000000023
2.807649612426758,509,0.0
2.811262369155884,509,0.0
2.8159337043762207,522,9.399999999999977
2.8188250064849854,510,0.0
2.8238377571105957,508,0.0
2.832059860229492,520,7.2999999999999545
2.835479497909546,517,4.149999999999977
2.8403992652893066,515,2.1000000000000227
2.849933624267578,521,7.75
2.8530755043029785,504,0.0
2.8568320274353027,518,4.649999999999977
2.8666622638702393,514,0.35000000000002274
2.869871139526367,509,0.0
2.873025894165039,509,0.0
2.883085012435913,508,0.0
2.886868953704834,510,0.0
2.890368938446045,514,0.7000000000000455
2.8992831707000732,517,3.25
2.9035658836364746,510,0.0
2.9071760177612305,510,0.0
2.9071760177612305,505,0.0
2.919394016265869,513,0.2999999999999545
2.919394016265869,514,1.7000000000000455
2.919394016265869,509,0.0
2.930546283721924,513,0.5
2.9389960765838623,520,7.5
2.9389960765838623,508,0.0
2.948335886001587,513,1.0500000000000114
2.952305793762207,513,1.4499999999999886
2.960054636001587,511,0.0
2.965017795562744,510,0.0
2.97015380859375,511,0.0
2.975353479385376,519,7.149999999999977
2.975353479385376,512,0.0
2.983299732208252,509,0.0
2.991800546646118,507,0.0
2.997572660446167,505,0.0
3.001821279525757,512,0.8000000000000114
3.0026187896728516,509,0.0
3.0127949714660645,512,0.75
3.0127949714660645,514,2.3000000000000114
3.0208213329315186,507,0.0
3.0292747020721436,508,0.0
3.033942699432373,517,5.5
3.037238836288452,516,4.350000000000023
3.0464649200439453,509,0.0
3.0469295978546143,509,0.0
3.053839683532715,506,0.0
3.06168532371521,514,3.1499999999999773
3.06339693069458,513,2.0500000000000114
3.0701730251312256,509,0.0
3.0701730251312256,509,0.0
3.079993486404419,512,1.5500000000000114
3.086531162261963,510,0.0
3.086531162261963,514,3.3999999999999773
3.096644639968872,508,0.0
3.1023919582366943,509,0.0
3.105801582336426,506,0.0
3.105801582336426,501,0.0
3.119046688079834,514,3.75
3.123410224914551,508,0.0
3.123410224914551,510,0.0
3.13618540763855,512,1.6999999999999886
3.13618540763855,511,1.0
3.1428418159484863,514,4.100000000000023
3.1428418159484863,509,0.0
3.152992010116577,518,7.649999999999977
3.160682439804077,508,0.0
3.160682439804077,514,3.5500000000000114
3.1698672771453857,514,3.5
3.1772029399871826,516,5.149999999999977
3.1772029399871826,513,1.9499999999999886
3.1859629154205322,507,0.0
3.1929919719696045,510,0.0
3.1958963871002197,510,0.0
3.201846122741699,512,1.1999999999999886
3.201846122741699,514,2.9499999999999886
3.212445020675659,512,0.6499999999999773
3.212445020675659,507,0.0
3.220771074295044,501,0.0
3.229074716567993,513,1.75
3.2333428859710693,514,2.5500000000000114
3.2369353771209717,511,0.0
3.246748685836792,514,2.4499999999999886
3.246748685836792,518,6.25
3.2535479068756104,514,2.0
3.2631285190582275,509,0.0
3.2631285190582275,517,5.0
3.2704761028289795,515,2.9500000000000455
3.2704761028289795,505,0.0
3.2795569896698,510,0.0
3.287161111831665,520,8.350000000000023
3.287161111831665,519,6.75
3.29671311378479,518,5.350000000000023
3.303067445755005,511,0.0
3.303067445755005,511,0.0
3.3103396892547607,516,3.25
3.319777250289917,515,2.1000000000000227
3.319777250289917,508,0.0
3.328221082687378,510,0.0
3.3367676734924316,509,0.0
3.3398571014404297,502,0.0
3.344195604324341,516,3.1499999999999773
3.344195604324341,511,0.0
3.3532891273498535,512,0.0
3.3613061904907227,515,2.5499999999999545
3.3613061904907227,516,3.2000000000000455
3.37088680267334,505,0.0
3.3778574466705322,509,0.0
3.3778574466705322,516,3.5499999999999545
3.386898994445801,509,0.0
3.3946328163146973,515,2.8500000000000227
3.3946328163146973,507,0.0
3.4032845497131348,508,0.0
3.4110472202301025,516,4.699999999999989
3.4110472202301025,507,0.0
3.4195539951324463,517,5.850000000000023
3.4269540309906006,505,0.0
3.4269540309906006,507,0.0
3.4356112480163574,507,0.0
3.436457633972168,505,0.0
3.4440789222717285,499,0.0
3.452230930328369,518,7.800000000000011
3.455064535140991,514,3.6499999999999773
3.459648370742798,516,5.449999999999989
3.468059778213501,527,15.850000000000023
3.4700589179992676,508,0.0
3.4764649868011475,517,5.649999999999977
3.484482526779175,508,0.0
3.4869279861450195,502,0.0
3.4930384159088135,513,2.1999999999999886
3.501349925994873,513,2.3000000000000114
3.503561496734619,505,0.0
3.5098299980163574,506,0.0
3.5098299980163574,507,0.0
3.5205512046813965,510,0.0
3.5260965824127197,504,0.0
3.5280985832214355,517,6.850000000000023
3.536266326904297,507,0.0
3.5421934127807617,505,0.0
3.5421934127807617,509,0.0
3.5500569343566895,512,1.1000000000000227
3.5584402084350586,504,0.0
3.5584402084350586,510,0.0
3.5668108463287354,501,0.0
3.575042486190796,510,1.6000000000000227
3.5766348838806152,512,3.3999999999999773
3.583414316177368,527,17.899999999999977
3.5873184204101562,509,0.0
3.594193696975708,512,2.3500000000000227
3.594193696975708,509,0.0
3.603983163833618,506,0.0
3.6106882095336914,528,17.75
3.6139016151428223,506,0.0
3.619750499725342,519,8.149999999999977
3.620758295059204,530,18.149999999999977
3.630324602127075,512,0.0
3.635740041732788,518,5.7000000000000455
3.638627767562866,507,0.0
3.646746873855591,529,15.5
3.6500847339630127,520,5.9500000000000455
3.655075788497925,501,0.0
3.6650407314300537,519,4.75
3.6692657470703125,516,1.4500000000000455
3.6717336177825928,526,10.200000000000045
3.6717336177825928,514,0.0
3.6815905570983887,514,0.0
3.6877458095550537,507,0.0
3.6877458095550537,499,0.0
3.6976101398468018,515,0.25
3.70503830909729,516,0.8999999999999773
3.70503830909729,503,0.0
3.7141454219818115,510,0.0
3.7198328971862793,512,0.0
3.725127935409546,511,0.0
3.730350971221924,512,0.0
3.738499164581299,512,0.0
3.7430481910705566,514,1.1499999999999773
3.7430481910705566,509,0.0
3.7502501010894775,496,0.0
3.758692741394043,501,0.0
3.761863946914673,522,10.600000000000023
3.766885995864868,516,4.75
3.770242691040039,508,0.0
3.77870774269104,523,12.300000000000011
3.77870774269104,516,5.199999999999989
3.787820339202881,519,7.949999999999989
3.7956790924072266,511,0.0
3.799201726913452,519,6.75
3.803995132446289,514,1.7999999999999545
3.8123831748962402,503,0.0
3.8123831748962402,513,0.9500000000000455
3.8203279972076416,518,5.5499999999999545
3.8216869831085205,504,0.0
3.8319499492645264,508,0.0
3.8370771408081055,501,0.0
3.8407540321350098,519,7.300000000000011
3.8483164310455322,514,2.3000000000000114
3.850001335144043,516,3.9500000000000455
3.857311248779297,506,0.0
3.8651552200317383,521,7.4500000000000455
3.8689208030700684,516,2.75
3.873443841934204,506,0.0
3.8768107891082764,525,11.399999999999977
3.884920120239258,510,0.0
3.887418031692505,508,0.0
3.8947713375091553,508,0.0
3.9020156860351562,509,0.0
3.904679298400879,518,6.149999999999977
3.910529851913452,509,0.0
3.913562774658203,516,3.75
3.9195616245269775,510,0.0
3.9273531436920166,505,0.0
3.9273531436920166,510,0.0
3.938289165496826,520,7.649999999999977
3.943685293197632,512,0.0
3.9456303119659424,513,0.39999999999997726
3.952521562576294,514,1.3999999999999773
3.9600932598114014,509,0.0
3.9600932598114014,514,1.3500000000000227
3.9684605598449707,519,6.4500000000000455
3.9708800315856934,505,0.0
3.979336738586426,516,3.5
3.979336738586426,510,0.0
3.986259937286377,508,0.0
3.995604991912842,519,6.7999999999999545
3.995604991912842,506,0.0
4.004243612289429,513,0.7000000000000455
4.013377904891968,504,0.0
4.013709783554077,511,0.0
4.0204877853393555,514,2.3999999999999773
4.028726100921631,514,2.1999999999999886
4.030205488204956,509,0.0
4.038051605224609,515,2.75
4.038051605224609,511,0.0
4.046415328979492,514,2.1000000000000227
4.054256916046143,517,4.899999999999977
4.054256916046143,507,0.0
4.062679767608643,511,0.0
4.0692644119262695,510,0.0
4.072999715805054,504,0.0
4.072999715805054,501,0.0
4.086208820343018,514,3.3999999999999773
4.089340686798096,520,8.899999999999977
4.089340686798096,515,3.5500000000000114
4.103142261505127,519,7.550000000000011
4.105805158615112,505,0.0
4.105805158615112,521,9.199999999999989
4.11496901512146,485,0.0
4.119604587554932,496,0.0
4.1265709400177,542,30.5
4.1265709400177,516,4.399999999999977
4.1361916065216064,514,2.1499999999999773
4.14283299446106,493,0.0
4.145606279373169,507,0.0
4.151765584945679,501,0.0
4.159159421920776,538,27.05000000000001
4.159159421920776,501,0.0
4.168904542922974,493,0.0
4.175518274307251,477,0.0
4.181310176849365,506,0.0
4.185536623001099,474,0.0
4.185536623001099,496,0.0
4.19634747505188,498,0.0
4.19634747505188,496,0.0
4.204472541809082,494,0.0
4.2140562534332275,513,9.949999999999989
4.2145020961761475,507,4.649999999999977
4.220551013946533,515,11.149999999999977
4.2303245067596436,490,0.0
4.2305779457092285,520,17.55000000000001
4.23759388923645,489,0.0
4.23759388923645,494,0.0
4.246854066848755,479,0.0
4.25255823135376,497,0.0
4.25255823135376,481,0.0
4.261763334274292,546,47.69999999999999
4.270816087722778,566,64.44999999999999
4.272083044052124,506,3.8000000000000114
4.2790796756744385,530,25.149999999999977
4.287698030471802,505,0.19999999999998863
4.287698030471802,510,3.3999999999999773
4.296053409576416,519,11.25
4.303279638290405,539,29.19999999999999
4.3045103549957275,506,0.0
4.312460899353027,517,5.550000000000011
4.319463729858398,499,0.0
4.323936700820923,498,0.0
4.328843355178833,493,0.0
4.332601308822632,527,15.949999999999989
4.3362038135528564,489,0.0
4.343436241149902,503,0.0
4.343436241149902,469,0.0
4.353839635848999,497,0.0
4.361404180526733,563,49.85000000000002
4.361404180526733,520,4.899999999999977
4.370086431503296,481,0.0
4.376893758773804,499,0.0
4.37970232963562,546,35.5
4.3858113288879395,486,0.0
4.390983581542969,515,6.199999999999989
4.3965137004852295,475,0.0
4.402390241622925,500,0.0
4.405062437057495,549,42.39999999999998
4.414414882659912,551,42.14999999999998
4.414414882659912,538,28.100000000000023
4.42168116569519,491,0.0
4.4298996925354,569,55.950000000000045
4.433330535888672,507,0.0
4.438575029373169,478,0.0
4.44347882270813,477,0.0
4.45024299621582,542,29.350000000000023
4.455266952514648,434,0.0
4.455266952514648,497,0.0
4.4652814865112305,563,52.10000000000002
4.4716503620147705,494,0.0
4.4716503620147705,563,49.299999999999955
4.479826211929321,506,0.0
4.486246347427368,522,9.149999999999977
4.490875005722046,511,0.0
4.490875005722046,505,0.0
4.503872632980347,511,0.0
4.5087878704071045,509,0.0
4.5087878704071045,510,0.0
4.520859956741333,511,0.0
4.523515939712524,498,0.0
4.523515939712524,507,0.0
4.533533334732056,513,5.100000000000023
4.537605285644531,511,2.8999999999999773
4.544126987457275,495,0.0
4.544126987457275,512,1.3000000000000114
4.554151296615601,523,13.25
4.560943841934204,498,0.0
4.560943841934204,514,0.20000000000004547
4.569852590560913,504,0.0
4.578596353530884,516,4.050000000000011
4.579145431518555,505,0.0
4.586950063705444,504,0.0
4.594282865524292,513,4.5
4.596896648406982,517,8.199999999999989
4.602839708328247,510,0.9499999999999886
4.602839708328247,510,1.0
4.610644340515137,517,7.600000000000023
4.619316577911377,507,0.0
4.62188982963562,512,2.6999999999999886
4.627169847488403,511,1.0500000000000114
4.635371923446655,514,3.6999999999999886
4.6369781494140625,501,0.0
4.643876552581787,518,7.949999999999989
4.652498483657837,513,2.0500000000000114
4.65336537361145,504,0.0
4.660626173019409,507,0.0
4.668463706970215,519,8.199999999999989
4.672510385513306,505,0.0
4.676970720291138,503,0.0
4.684179782867432,522,11.399999999999977
4.68644118309021,512,1.0500000000000114
4.692824602127075,509,0.0
4.692824602127075,509,0.0
4.70340633392334,519,7.899999999999977
4.7097086906433105,516,4.600000000000023
4.711668491363525,514,2.3999999999999773
4.719778299331665,513,1.6000000000000227
4.726006269454956,509,0.0
4.726006269454956,513,1.4499999999999886
4.734032869338989,505,0.0
4.7423670291900635,501,0.0
4.744310140609741,515,3.6999999999999886
4.7508227825164795,514,2.8999999999999773
4.753194570541382,504,0.0
4.759428024291992,516,4.75
4.766740798950195,512,0.5
4.770462274551392,510,0.0
4.777484655380249,511,0.0
4.783387184143066,506,0.0
4.787292957305908,510,0.0
4.794567584991455,510,0.0
4.794567584991455,520,8.649999999999977
4.802709102630615,518,6.199999999999989
4.802709102630615,499,0.0
4.809374809265137,489,0.0
4.820266962051392,510,0.75
4.820852279663086,484,0.0
4.832459211349487,493,0.0
4.836620807647705,493,0.0
4.8403191566467285,519,12.300000000000011
4.841846466064453,543,34.19999999999999
4.8512842655181885,528,18.55000000000001
4.854610204696655,551,39.69999999999999
4.860382556915283,523,10.75
4.869365692138672,485,0.0
4.87108850479126,502,0.0
4.8746018409729,510,0.0
4.885608673095703,501,0.0
4.88798975944519,533,21.94999999999999
4.89105486869812,496,0.0
4.89105486869812,523,12.0
4.905331134796143,510,0.0
4.906838417053223,527,16.05000000000001
4.906838417053223,512,0.39999999999997726
4.919266223907471,538,23.950000000000045
4.925097227096558,508,0.0
4.925097227096558,530,13.75
4.9338414669036865,503,0.0
4.942337274551392,523,4.75
4.942337274551392,506,0.0
4.951029062271118,525,8.299999999999955
4.957093954086304,494,0.0
4.961999177932739,527,13.200000000000045
4.965010643005371,508,0.0
4.9680585861206055,517,2.3500000000000227
4.973343849182129,512,0.0
4.981576919555664,524,8.149999999999977
4.986135244369507,498,0.0
4.990485668182373,511,0.0
4.999586582183838,519,3.25
5.001978874206543,512,0.0
5.007038831710815,515,0.0
5.015791654586792,530,14.399999999999977
5.020233631134033,518,2.1000000000000227
5.023871183395386,531,15.450000000000045
5.033125400543213,516,0.049999999999954525
5.037404537200928,499,0.0
5.040746688842773,509,0.0
5.049428701400757,488,0.0
5.055913209915161,515,1.6000000000000227
5.057552099227905,499,0.0
5.057552099227905,518,4.7000000000000455
5.068894386291504,504,0.0
5.071587085723877,508,0.0
5.071587085723877,511,0.0
5.08624005317688,508,0.0
5.088932275772095,498,0.0
5.088932275772095,538,25.649999999999977
5.098150253295898,517,4.350000000000023
5.104767799377441,507,0.0
5.109629392623901,509,0.0
5.112194299697876,503,0.0
5.120314836502075,516,5.399999999999977
5.126203775405884,529,17.850000000000023
5.128777980804443,509,0.0
5.135806083679199,535,24.0
5.137688398361206,518,6.050000000000011
5.146456241607666,503,0.0
5.146456241607666,517,3.8999999999999773
5.15394926071167,483,0.0
5.162343740463257,522,9.350000000000023
5.167667865753174,501,0.0
5.170755863189697,504,0.0
5.1799726486206055,504,0.0
5.183083534240723,505,0.0
5.187445640563965,506,0.0
5.196260929107666,513,1.0500000000000114
5.196260929107666,507,0.0
5.205467939376831,517,6.600000000000023
5.212347030639648,499,0.0
5.2161338329315186,519,8.5
5.220882177352905,504,0.0
5.225339412689209,515,4.5
5.228490114212036,503,0.0
5.238010883331299,521,11.199999999999989
5.238010883331299,496,0.0
5.246246576309204,519,11.100000000000023
5.254273891448975,499,0.0
5.254273891448975,506,0.0
5.26245903968811,514,5.300000000000011
5.270614385604858,508,0.0
5.270614385604858,507,0.0
5.27830696105957,518,9.0
5.286871671676636,511,1.6499999999999773
5.286871671676636,506,0.0
5.294530868530273,518,8.0
5.294530868530273,508,0.0
5.30400824546814,515,4.850000000000023
5.311429977416992,516,5.899999999999977
5.311429977416992,516,5.050000000000011
5.320215940475464,509,0.0
5.3270227909088135,514,3.0500000000000114
5.3270227909088135,507,0.0
5.335101842880249,518,6.699999999999989
5.343891143798828,507,0.0
5.345622777938843,515,3.4499999999999886
5.352858543395996,506,0.0
5.3607494831085205,516,4.25
5.3639442920684814,520,7.5499999999999545
5.368968725204468,505,0.0
5.369650840759277,502,0.0
5.377312183380127,515,2.8999999999999773
5.385339260101318,514,2.1000000000000227
5.3862221240997314,506,0.0
5.393610000610352,515,2.8999999999999773
5.40163254737854,513,1.1499999999999773
5.4029152393341064,505,0.0
5.410000324249268,512,0.44999999999998863
5.418025732040405,518,6.350000000000023
5.419600009918213,508,0.0
5.426293134689331,508,0.0
5.434317588806152,520,8.5
5.4372992515563965,508,0.0
5.442973613739014,510,0.0
5.4501402378082275,513,1.5500000000000114
5.453434705734253,513,1.6499999999999773
5.456591367721558,505,0.0
5.461285591125488,513,1.8500000000000227
5.47144627571106,515,4.100000000000023
5.475605726242065,506,0.0
5.475605726242065,510,0.0
5.486726999282837,513,1.75
5.4919586181640625,510,0.0
5.4919586181640625,514,2.5500000000000114
5.500292778015137,514,2.6000000000000227
5.506158113479614,506,0.0
5.510537147521973,509,0.0
5.510537147521973,502,0.0
5.520765781402588,515,4.399999999999977
5.52747368812561,519,7.850000000000023
5.52747368812561,504,0.0
5.534874200820923,508,0.0
5.542788028717041,510,0.0
5.54925012588501,510,0.0
5.553097486495972,513,2.5500000000000114
5.561114072799683,518,7.300000000000011
5.561114072799683,511,0.0
5.569338798522949,505,0.0
5.577751159667969,502,0.0
5.581764221191406,517,6.5
5.586026668548584,513,2.3500000000000227
5.587887763977051,506,0.0
5.593190431594849,514,3.5
5.601216793060303,512,1.6000000000000227
5.603661775588989,504,0.0
5.609921455383301,517,6.550000000000011
5.616673231124878,508,0.0
5.62057089805603,501,0.0
5.625191688537598,651,133.85000000000002
5.633296728134155,596,75.0
5.63604736328125,508,0.0
5.641550302505493,484,0.0
5.651244401931763,504,0.0
5.652370452880859,518,0.0
5.658639430999756,495,0.0
5.658639430999756,502,0.0
5.671519994735718,487,0.0
5.673962116241455,517,0.0
5.673962116241455,505,0.0
5.68631911277771,502,0.0
5.6921117305755615,510,0.0
5.6921117305755615,520,2.25
5.700567245483398,512,0.0
5.708115577697754,506,0.0
5.708115577697754,512,0.0
5.71484637260437,504,0.0
5.7198357582092285,508,0.0
5.727330446243286,513,0.0
5.727330446243286,514,3.1499999999999773
5.736046075820923,503,0.0
5.745359897613525,514,7.5
5.745359897613525,516,7.899999999999977
5.754232883453369,517,8.25
5.761796712875366,507,0.0
5.763455629348755,511,2.0
5.770220041275024,510,0.6000000000000227
5.7774436473846436,515,4.199999999999989
5.78061580657959,514,3.3500000000000227
5.786096811294556,511,0.05000000000001137
5.786096811294556,515,3.3999999999999773
5.7940685749053955,515,3.1499999999999773
5.802389144897461,510,0.0
5.802389144897461,480,0.0
5.813157081604004,422,0.0
5.819746494293213,501,0.0
5.819800615310669,469,0.0
5.8266143798828125,568,61.75
5.835918664932251,550,41.89999999999998
5.83716893196106,540,30.600000000000023
5.842789173126221,508,0.0
5.850831985473633,494,0.0
5.852517127990723,499,0.0
5.858665466308594,523,14.899999999999977
5.858665466308594,524,15.050000000000011
5.870653390884399,522,12.5
5.876442193984985,511,1.4499999999999886
5.876442193984985,514,4.5
5.88555121421814,534,23.5
5.892699480056763,504,0.0
5.892699480056763,509,0.0
5.900084018707275,507,0.0
5.908006906509399,501,0.0
5.911196947097778,512,1.3999999999999773
5.917953968048096,525,9.25
5.924541711807251,499,0.0
5.924541711807251,520,1.7999999999999545
5.93326997756958,516,0.39999999999997726
5.942206382751465,501,0.0
5.942206382751465,522,9.75
5.949964284896851,514,1.4500000000000455
5.952731132507324,509,0.0
5.958083868026733,515,0.8999999999999773
5.966554403305054,513,0.0
5.970183849334717,510,0.0
5.974018812179565,515,2.4500000000000455
5.982230186462402,513,0.35000000000002274
5.985394477844238,513,0.39999999999997726
5.990756988525391,510,0.0
5.999114036560059,506,0.0
6.003390550613403,518,6.050000000000011
6.006814241409302,507,0.0
6.015069961547852,509,0.0
6.019905090332031,506,0.0
6.023395776748657,512,0.6000000000000227
6.023395776748657,518,5.649999999999977
6.036698818206787,505,0.0
6.038552522659302,505,0.0
6.038552522659302,515,3.25
6.05288553237915,515,3.6000000000000227
6.053638935089111,520,8.300000000000011
6.059954881668091,509,0.0
6.059954881668091,515,3.3000000000000114
6.069786310195923,506,0.0
6.07754921913147,508,0.0
6.07754921913147,512,0.8999999999999773
6.086548328399658,518,6.649999999999977
6.094019412994385,499,0.0
6.094359874725342,511,0.30000000000001137
6.101383686065674,514,2.8999999999999773
6.110056638717651,509,0.0
6.113145351409912,510,0.0
6.1181581020355225,513,2.0
6.119104862213135,506,0.0
6.129951000213623,513,1.9499999999999886
6.129951000213623,506,0.0
6.1382176876068115,508,0.0
6.147353172302246,513,2.0
6.149639129638672,504,0.0
6.154651641845703,512,1.6999999999999886
6.1635661125183105,514,4.0
6.167003393173218,510,0.0
6.171852111816406,513,3.0500000000000114
6.180246114730835,507,0.0
