time,peak,duration,energy,sharpness,variance,label
1770926102.8044326,913,2.44,84578.1856115114,1.4328661568246577,31035.756970572427,unknown_1
1770926120.339126,844,2.05,83513.73381295001,1.2092789197425164,15889.85451516954,unknown_1
