time,peak,duration,energy,sharpness,label
0.01928400993347168,267,0.01,27.473282442748086,0.9036350014209317,unknown_1
0.02654123306274414,267,0.02,57.94656488549617,0.9036350014209317,unknown_1
0.029007673263549805,267,0.03,89.41984732824426,0.9036350014209317,unknown_1
0.029007673263549805,267,0.04,116.89312977099235,0.9036350014209317,unknown_1
0.03149724006652832,267,0.05,147.36641221374043,0.9036350014209317,unknown_1
0.03394436836242676,267,0.05,152.36641221374043,0.9036350014209317,unknown_1
0.04211020469665527,267,0.05,149.36641221374043,0.9036350014209317,unknown_1
0.04471731185913086,267,0.05,147.36641221374043,0.9036350014209317,unknown_1
0.05048489570617676,267,0.05,152.36641221374043,0.9036350014209317,unknown_1
0.05887174606323242,267,0.05,150.36641221374043,0.9036350014209317,unknown_1
0.06310009956359863,267,0.05,146.36641221374043,0.9036350014209317,unknown_1
0.0670619010925293,266,0.05,151.36641221374043,0.9002506006665462,unknown_1
0.06971883773803711,266,0.05,151.36641221374043,0.9002506006665462,unknown_1
0.07810807228088379,267,0.05,146.36641221374043,0.9036350014209317,unknown_1
0.08411026000976562,267,0.05,150.36641221374043,0.9036350014209317,unknown_1
0.08411026000976562,267,0.05,152.36641221374043,0.9036350014209317,unknown_1
0.09388279914855957,267,0.05,147.36641221374043,0.9036350014209317,unknown_1
0.10063815116882324,267,0.05,150.36641221374043,0.9036350014209317,unknown_1
0.10238480567932129,267,0.05,153.36641221374043,0.9036350014209317,unknown_1
0.1083066463470459,267,0.05,148.36641221374043,0.9036350014209317,unknown_1
0.11686992645263672,267,0.05,149.36641221374043,0.9036350014209317,unknown_1
0.11936688423156738,267,0.05,153.36641221374043,0.9036350014209317,unknown_1
0.12518978118896484,267,0.05,148.36641221374043,0.9036350014209317,unknown_1
0.13348126411437988,267,0.05,148.36641221374043,0.9036350014209317,unknown_1
0.13724279403686523,267,0.05,153.36641221374043,0.9036350014209317,unknown_1
0.1415085792541504,267,0.05,150.36641221374043,0.9036350014209317,unknown_1
0.14397144317626953,267,0.05,149.36641221374043,0.9036350014209317,unknown_1
0.14969921112060547,266,0.05,154.36641221374043,0.9002506006665462,unknown_1
0.15764188766479492,266,0.05,152.36641221374043,0.9002506006665462,unknown_1
0.16112995147705078,266,0.05,149.36641221374043,0.9002506006665462,unknown_1
0.16862726211547852,266,0.05,154.36641221374043,0.9002506006665462,unknown_1
0.1743030548095703,266,0.05,153.36641221374043,0.9002506006665462,unknown_1
0.17769145965576172,266,0.05,149.36641221374043,0.9002506006665462,unknown_1
0.1827223300933838,266,0.05,153.36641221374043,0.9002506006665462,unknown_1
